word1,word2,freq,pct,w2_noun_rank,word1_POS,w1_adjdet_rank
same,thing,3680618,3.297050962160211e-05,62,ADJ,6
The,new,3677704,3.294440637887566e-05,19695,DET,2
this,new,3673149,3.290360326610319e-05,19695,DET,4
the,needs,3645910,3.2659599755936463e-05,509,DET,535
the,East,3630653,3.2522929483363545e-05,622,DET,535
this,day,3617684,3.2406754824846265e-05,8,DET,4
the,Old,3606313,3.230489484782414e-05,1178,DET,535
the,cross,3581058,3.207866375823713e-05,1368,DET,535
the,flow,3574594,3.2020760065380644e-05,457,DET,535
this,type,3562986,3.191677707239209e-05,165,DET,4
wide,range,3560395,3.1893567222733804e-05,283,ADJ,116
This,can,3547390,3.177707008077859e-05,6181,DET,9
the,train,3538952,3.1701483546075156e-05,1164,DET,535
This,time,3534349,3.1660250455385427e-05,0,DET,9
the,sum,3527143,3.1595700020558106e-05,1444,DET,535
the,act,3524396,3.1571092742668756e-05,563,DET,535
the,days,3508081,3.1424945040169766e-05,66,DET,535
the,gate,3506617,3.141183071369361e-05,1550,DET,535
the,owner,3505641,3.140308782937617e-05,1229,DET,535
the,dog,3504866,3.139614547758722e-05,793,DET,535
the,woods,3501198,3.136328799841061e-05,2407,DET,535
the,midst,3489068,3.125462899557195e-05,2936,DET,535
the,sight,3477839,3.115404103655502e-05,687,DET,535
the,well,3476178,3.113916200904348e-05,3837,DET,535
the,Jews,3461814,3.101049111730609e-05,1130,DET,535
the,hill,3459493,3.0989699893432345e-05,1964,DET,535
the,Royal,3446134,3.087003166433739e-05,1578,DET,535
some,sort,3403112,3.0484646040254548e-05,482,DET,8
the,moon,3401842,3.0473269541193945e-05,1973,DET,535
The,use,3393984,3.040287857299063e-05,41,DET,2
this,man,3384673,3.0319471814917192e-05,4,DET,4
The,idea,3357212,3.0073479656883184e-05,113,DET,2
This,will,3346422,2.997682420423445e-05,765,DET,9
all,day,3335866,2.988226489393231e-05,8,DET,595
the,play,3326916,2.9802091928111533e-05,783,DET,535
the,means,3320720,2.9746588945293036e-05,270,DET,535
right,hand,3310794,2.965767309515482e-05,14,ADJ,25
the,roof,3308401,2.9636236904405197e-05,1776,DET,535
the,goal,3304787,2.96038631503855e-05,643,DET,535
this,paper,3293069,2.9498894791336577e-05,266,DET,4
All,right,3281816,2.9398091843361023e-05,146,DET,3014
the,help,3277810,2.936220660301711e-05,498,DET,535
the,mass,3273422,2.9322899455081736e-05,494,DET,535
round,the,3258409,2.918841490358818e-05,20329,ADJ,458
the,shape,3253901,2.914803281085968e-05,766,DET,535
the,rise,3246770,2.9084154216528065e-05,1171,DET,535
this,part,3240575,2.9028660191582846e-05,9,DET,4
the,soil,3234680,2.8975853528620445e-05,924,DET,535
the,art,3234297,2.8972422663155712e-05,367,DET,535
the,kids,3234081,2.8970487762528083e-05,840,DET,535
This,book,3230608,2.893937706864031e-05,68,DET,9
the,Earth,3225869,2.889692570718504e-05,1055,DET,535
the,lake,3202226,2.8685134709319045e-05,2121,DET,535
the,facts,3200301,2.866789080326262e-05,1059,DET,535
The,term,3194351,2.8614591457270036e-05,279,DET,2
the,park,3187891,2.8556723595906662e-05,1708,DET,535
the,plane,3183338,2.851593839888074e-05,1022,DET,535
the,rear,3173283,2.842586698308991e-05,4443,DET,535
The,old,3170957,2.8405030969849782e-05,12367,DET,2
the,novel,3169748,2.8394200901059023e-05,1096,DET,535
the,mouth,3168868,2.8386317972576084e-05,273,DET,535
the,will,3166915,2.836882324606793e-05,765,DET,535
the,Greek,3155090,2.8262896394578466e-05,1648,DET,535
the,free,3150915,2.8225497273650898e-05,10671,DET,535
the,horse,3121012,2.795762998907674e-05,797,DET,535
the,ocean,3120543,2.7953428746510268e-05,2088,DET,535
the,names,3120418,2.7952309012350758e-05,712,DET,535
the,desk,3116248,2.791495468078957e-05,1080,DET,535
the,laws,3112981,2.7885689308796665e-05,590,DET,535
the,press,3112342,2.787996522777326e-05,1174,DET,535
human,being,3106534,2.7827937899785878e-05,787,ADJ,23
the,fall,3106367,2.7826441934948774e-05,1337,DET,535
The,woman,3098343,2.7754563959781634e-05,74,DET,2
the,force,3082709,2.761451656898364e-05,269,DET,535
few,weeks,3078872,2.758014520922338e-05,431,ADJ,12
which,means,3070534,2.7505454461847554e-05,270,DET,6
the,love,3060652,2.7416932758133484e-05,124,DET,535
the,call,3052760,2.7346237222238783e-05,732,DET,535
the,sake,3036367,2.7199390805624256e-05,1672,DET,535
The,third,2991957,2.680157165343423e-05,1903,DET,2
young,woman,2984680,2.673638520960431e-05,74,ADJ,34
many,ways,2978233,2.667863380059352e-05,177,ADJ,5
any,case,2966221,2.6571031826801435e-05,17,DET,14
this,area,2950675,2.6431772728851736e-05,96,DET,4
The,whole,2930952,2.6255096594227915e-05,1160,DET,2
any,way,2906684,2.603770692556438e-05,1,DET,14
the,gun,2905571,2.602773681260812e-05,1084,DET,535
the,coast,2898690,2.596609768659552e-05,1852,DET,535
the,lines,2882038,2.5816931180802494e-05,375,DET,535
young,men,2877869,2.577958580711458e-05,23,ADJ,34
the,Union,2862504,2.564194808422785e-05,699,DET,535
the,trial,2858508,2.5606152422616695e-05,784,DET,535
this,will,2852132,2.5549037022608505e-05,765,DET,4
the,couch,2850039,2.5530288193841703e-05,2865,DET,535
the,hard,2845717,2.5491572265542554e-05,10583,DET,535
the,lives,2826324,2.5317852229099833e-05,403,DET,535
the,White,2817264,2.523669389721869e-05,899,DET,535
the,devil,2801542,2.50958582135724e-05,2769,DET,535
the,spot,2790269,2.4994876108131326e-05,1116,DET,535
the,sort,2785208,2.4949540311481162e-05,482,DET,535
the,rain,2779180,2.4895542251373047e-05,1318,DET,535
the,topic,2745430,2.4593214028305868e-05,1366,DET,535
the,costs,2744176,2.4581980855217682e-05,447,DET,535
the,foot,2744005,2.4580449058887475e-05,775,DET,535
these,days,2715211,2.4322516055776473e-05,66,DET,13
first,step,2707000,2.4248962958306707e-05,364,ADJ,3
the,USA,2705325,2.42339585205693e-05,990,DET,535
the,bus,2704329,2.422503647878634e-05,1655,DET,535
the,show,2699402,2.4180901037155168e-05,959,DET,535
the,guy,2692975,2.4123328785609902e-05,816,DET,535
the,stone,2691807,2.411286598962346e-05,822,DET,535
the,store,2679067,2.3998742684086396e-05,1052,DET,535
any,form,2678060,2.39897221056974e-05,71,DET,14
the,gods,2675171,2.396384280980285e-05,1983,DET,535
the,page,2674908,2.3961486889131246e-05,449,DET,535
the,blue,2669699,2.3914825327236226e-05,4535,DET,535
the,camp,2669634,2.3914243065473282e-05,1231,DET,535
the,seat,2657638,2.380678441765361e-05,769,DET,535
the,week,2657192,2.3802789206172487e-05,351,DET,535
the,drug,2653741,2.3771875585496787e-05,620,DET,535
the,oil,2642370,2.3670015608474655e-05,417,DET,535
the,truck,2638854,2.3638519726036015e-05,1682,DET,535
The,one,2629902,2.3558328844468685e-05,45,DET,2
few,hours,2623442,2.3500460983105308e-05,211,ADJ,12
every,one,2622501,2.3492031624352532e-05,45,DET,21
the,staff,2621635,2.3484274106095458e-05,515,DET,535
which,one,2619480,2.346496988918554e-05,45,DET,6
good,idea,2610008,2.3380120913514657e-05,113,ADJ,7
first,two,2608143,2.3363414479854795e-05,5270,ADJ,3
some,way,2607022,2.3353372703912327e-05,1,DET,8
blue,eyes,2603856,2.3325012077120307e-05,16,ADJ,148
the,host,2600387,2.329393721472564e-05,1298,DET,535
each,one,2599169,2.3283026525075394e-05,45,DET,16
the,ratio,2599005,2.328155743385812e-05,886,DET,535
the,snow,2593423,2.3231554585231127e-05,1479,DET,535
all,kinds,2579504,2.3106869947101585e-05,1018,DET,595
the,ice,2553314,2.2872263246001455e-05,987,DET,535
the,gas,2544612,2.279431183275314e-05,616,DET,535
the,root,2540939,2.2761409564210154e-05,1439,DET,535
the,Son,2538730,2.2741621622143328e-05,1950,DET,535
each,year,2536057,2.2717677226876408e-05,55,DET,16
any,kind,2532026,2.2681568039700592e-05,105,DET,14
the,judge,2529648,2.266026621705011e-05,1724,DET,535
the,input,2521088,2.2583586821807e-05,994,DET,535
the,green,2517013,2.2547083488207036e-05,3830,DET,535
the,City,2510751,2.249098928575232e-05,568,DET,535
the,tip,2509650,2.2481126667275373e-05,2030,DET,535
the,doors,2502064,2.2413172240603145e-05,1242,DET,535
the,tax,2492547,2.232792016063484e-05,518,DET,535
the,heavy,2492088,2.2323808496801127e-05,8539,DET,535
the,stock,2488504,2.229170347897971e-05,828,DET,535
the,speed,2486459,2.227338462813016e-05,757,DET,535
the,lead,2483152,2.2243760941206212e-05,1799,DET,535
the,grass,2482881,2.22413333575484e-05,1738,DET,535
last,year,2481406,2.2228120494466206e-05,55,ADJ,19
other,way,2477002,2.2188670020558416e-05,1,ADJ,0
the,stars,2472696,2.215009741823168e-05,1575,DET,535
the,plant,2467626,2.2104681000722035e-05,738,DET,535
the,soft,2461895,2.205334342897691e-05,9656,DET,535
the,fear,2459730,2.203394963333423e-05,467,DET,535
the,Law,2448025,2.1929097726637895e-05,434,DET,535
the,color,2438381,2.1842707996763526e-05,719,DET,535
the,sale,2429049,2.1759113123351293e-05,1551,DET,535
The,role,2414238,2.16264380622595e-05,111,DET,2
the,Civil,2411807,2.160466147232539e-05,1659,DET,535
the,Act,2408579,2.1575745457390253e-05,305,DET,535
the,Black,2407218,2.1563553791861527e-05,902,DET,535
this,can,2405173,2.1545234941011976e-05,6181,DET,4
the,ideal,2403909,2.153391218919103e-05,3925,DET,535
the,hope,2403148,2.1527095247627947e-05,806,DET,535
the,noise,2395875,2.1461944635291128e-05,974,DET,535
each,day,2393334,2.143918267929665e-05,8,DET,16
the,rock,2391367,2.142156254256263e-05,981,DET,535
many,cases,2382706,2.1343978402118633e-05,142,ADJ,5
the,claim,2377530,2.1297612450041724e-05,885,DET,535
The,way,2373956,2.126559701095307e-05,1,DET,2
the,Queen,2367039,2.120363540150253e-05,1582,DET,535
other,two,2358608,2.112811157191203e-05,5270,ADJ,0
short,time,2357789,2.1120775073698935e-05,0,ADJ,55
the,look,2355771,2.1102698085427835e-05,377,DET,535
the,Red,2352586,2.1074167259043572e-05,1464,DET,535
the,shop,2351422,2.106374029455023e-05,1303,DET,535
the,unit,2350291,2.1053608939875002e-05,552,DET,535
the,file,2349168,2.1043549248185983e-05,864,DET,535
The,rest,2345585,2.101145318823784e-05,274,DET,2
the,male,2335754,2.092338833606085e-05,1343,DET,535
the,ring,2331167,2.0882298571343543e-05,1042,DET,535
the,club,2326911,2.0844173862680613e-05,1660,DET,535
this,sense,2310806,2.0699907313569595e-05,93,DET,4
first,day,2307643,2.06715735603974e-05,8,ADJ,3
the,books,2304349,2.0642066325826047e-05,420,DET,535
the,gap,2299057,2.059466126044911e-05,1615,DET,535
the,radio,2296072,2.056792200872006e-05,1263,DET,535
each,time,2295240,2.0560469058154374e-05,0,DET,16
the,metal,2253489,2.0186468891005402e-05,911,DET,535
the,code,2241843,2.0082145498832355e-05,706,DET,535
the,flesh,2237619,2.0044307442114257e-05,1395,DET,535
first,thing,2221693,1.9901644352319654e-05,62,ADJ,3
old,woman,2213336,1.9826783405351583e-05,74,ADJ,15
the,crime,2211099,1.9806744642833028e-05,835,DET,535
the,farm,2207814,1.9777318029121156e-05,1516,DET,535
the,sand,2206278,1.976355873576912e-05,1764,DET,535
the,fifth,2203549,1.973911269959874e-05,13569,DET,535
The,word,2202031,1.9725514647965674e-05,117,DET,2
the,song,2201910,1.972443074529927e-05,1181,DET,535
this,year,2201576,1.9721438815625065e-05,55,DET,4
best,way,2199245,1.970055801301856e-05,1,ADJ,30
the,sofa,2199119,1.9699429320985774e-05,3653,DET,535
the,band,2195919,1.9670764126502368e-05,1107,DET,535
the,wood,2195366,1.9665810422580703e-05,1071,DET,535
the,Board,2192421,1.9639429485782692e-05,1351,DET,535
The,key,2190724,1.9624227974833212e-05,1056,DET,2
this,issue,2189268,1.9611185311343262e-05,344,DET,4
the,net,2186897,1.9589946193805712e-05,4598,DET,535
